# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
rvlrgjpeur	George of the Jungle (Europe) (En,Fr,De,Es,It)
rvlrgkeusa	Kidz Sports Crazy Golf (USA)
rvlrgleusa	Geometry Wars - Galaxies (USA)
rvlrglpeur	Geometry Wars - Galaxies (Europe) (En,Fr,De,Es,It)
rvlrgmeusa	Grim Adventures of Billy & Mandy, The (USA)
rvlrgmpukv	Grim Adventures of Billy & Mandy, The (Europe)
rvlrgnjjpn	Gintama - Yorozuya Chuubu - Tsukkomable Douga (Japan)
rvlrgojjpn	World of Golden Eggs, The - Nori Nori Rhythm-kei - Nissan Note Original Version (Japan)
rvlrgpjjpn	Anime Slot Revolution - Pachi-Slot Kidou Senshi Gundam II - Ai Senshi-hen (Japan)
rvlrgqeusab0	Ghostbusters - The Video Game (USA) (En,Fr,Es) (Rev 1)
rvlrgqpeurb0	Ghostbusters - The Video Game (Europe) (En,Fr,De,Es,It,Nl)
rvlrgseusa	Ghost Squad (USA)
rvlrgseusab0	Ghost Squad (USA)
rvlrgsjjpn	Ghost Squad (Japan)
rvlrgspeur	Ghost Squad (Europe) (En,Fr,De,Es,It)
rvlrgteusa	GT Pro Series (USA)
rvlrgtjjpn	GT Pro Series (Japan)
rvlrgtpukv	GT Pro Series (Europe)
rvlrgveusa	Guitar Hero - Aerosmith (USA) (En,Fr)
rvlrgvjjpn	Guitar Hero - Aerosmith (Japan)
rvlrgvpeur	Guitar Hero - Aerosmith (Europe) (En,Fr,De,Es,It)
rvlrgweusab0	Rabbids Go Home (USA) (En,Fr,Es)
rvlrgwjjpnb0	Rabbids Go Home (Japan)
rvlrgwpukvb0	Rabbids Go Home (UK)
rvlrgwxeurb0	Rabbids Go Home (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)
rvlrgxeusa	Game Party (USA)
rvlrgxeusab0	Game Party (USA) (Rev 1)
rvlrgxeusab1	Game Party (USA) (Rev 1)
rvlrgxpeur	Game Party (Europe) (En,Fr,De,Es,It)
rvlrgyeusa	Action Girlz Racing (USA)
rvlrgypukv	Action Girlz Racing (UK)
rvlrgzeusa	Godzilla - Unleashed (USA) (En,Fr,Es)
rvlrgzpeur	Godzilla - Unleashed (Europe) (En,Fr,De,Es,It)
rvlrh2eusa	Hell's Kitchen - The Game (USA) (En,Fr,Es)
rvlrh2peur	Hell's Kitchen - The Game (Europe) (En,Fr,De,Es,It)
rvlrh3eusa	Disney High School Musical 3 - Senior Year Dance! (USA) (En,Fr,Es)
rvlrh3jjpn	Disney High School Musical Dance! (Japan)
rvlrh3peur	Disney High School Musical 3 - Senior Year Dance! (Europe) (En,Fr,De,Es,It,Nl)
rvlrh4xeur	Hamster Heroes (Europe) (En,Fr,De,Es,It,Nl)
rvlrh5eusab0	Horse Life Adventures (USA) (En,Fr,Es)
rvlrh5peur	Horse Life 2 (Europe) (En,Fr,De,Es,It)
rvlrh6eusab0	Harry Potter and the Half-Blood Prince (USA) (En,Fr,Es)
rvlrh6kkor	Harry Potter-wa Honhyeol-Wangja (Korea)
rvlrh6peur	Harry Potter and the Half-Blood Prince (Europe, Australia) (En,Fr,De,Es,It,Nl,Sv)
rvlrh7jjpn	Jissen Pachi-Slot Pachinko Hisshouhou! Sammy's Collection - Hokuto no Ken Wii (Japan)
rvlrh8eusa	Tomb Raider - Underworld (USA) (En,Fr,Es)
rvlrh8jjpn	Tomb Raider - Underworld (Japan)
rvlrh8peur	Tomb Raider - Underworld (Europe) (En,Fr,De,Es,It)
rvlrh9jjpn	Harukanaru Toki no Naka de 4 (Japan)
rvlrhaeusa	Wii Play (USA)
rvlrhajjpn	Hajimete no Wii (Japan)
rvlrhajjpn2	Hajimete no Wii (Japan) (Rev 1)
rvlrhakkor	Cheoeum Mannaneun Wii (Korea)
rvlrhapeur	Wii Play (Europe) (En,Fr,De,Es,It) (Rev 1)
rvlrhapeur1	Wii Play (Europe) (En,Fr,De,Es,It) (Rev 1)
rvlrhawtwn	Hajimete no Wii (Taiwan)
rvlrhceusa	History Channel, The - Battle for the Pacific (USA)
rvlrhcpukv	History Channel, The - Battle for the Pacific (Europe)
rvlrhdeusa	House of the Dead 2 & 3 Return, The (USA) (En,Fr,Es)
rvlrhdjjpn	House of the Dead 2 & 3 Return, The (Japan)
rvlrhdpeur	House of the Dead 2 & 3 Return, The (Europe) (En,Ja,Fr,De,Es,It)
rvlrhdpeurb0	House of the Dead 2 & 3 Return, The (Europe) (En,Ja,Fr,De,Es,It)
rvlrheeusa	Professor Heinz Wolff's Gravity (USA) (En,Fr,Es)
rvlrhepeur	Professor Heinz Wolff's Gravity (Europe) (En,Fr,De,Es,It)
rvlrhfeusa	Happy Feet (USA) (En,Fr)
rvlrhfpeur	Happy Feet (Europe) (En,Fr,De,Es,It)
rvlrhgpeur	Agent Hugo - Lemoon Twist (Europe) (En,Fr,De,Es,It,Nl,Pt)
rvlrhgxscn	Agent Hugo - Lemoon Twist (Scandinavia) (En,Sv,No,Da,Fi)
rvlrhhjjpn	Suzumiya Haruhi no Gekidou (Japan)
rvlrhieusa	Victorious Boxers - Revolution (USA)
rvlrhijjpn	Hajime no Ippo Revolution (Japan)
rvlrhipukv	Victorious Boxers Challenge (Europe)
rvlrhjjjpn	Ginsei Table Games Wii (Japan)
rvlrhkeusa	Help Wanted (USA) (En,Fr,Es)
rvlrhkjjpn	Hataraku Hito (Japan)
rvlrhkpeur	Job Island (Europe) (En,Fr,De,Es,It)
rvlrhleusa	World Championship Poker featuring Howard Lederer - All In (USA)
rvlrhlpeur	World Championship Poker featuring Howard Lederer - All In (Europe) (En,Fr,De,Es,It)
rvlrhmeusab0	Harvest Moon - Magical Melody (USA)
rvlrhmpeur	Harvest Moon - Magical Melody (Europe) (En,Fr,De,Es,It)
rvlrhneusa	My Horse & Me (USA) (En,Fr,Es)
rvlrhnpeur	My Horse & Me (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)
rvlrhoeusa	House of the Dead, The - Overkill (USA) (En,Fr,Es)
rvlrhojjpn	House of the Dead, The - Overkill (Japan)
rvlrhopeur	House of the Dead, The - Overkill (Europe) (En,Fr,Es,It)
rvlrhpjjpn	Akko de Pon! Ikasama Hourou-ki (Japan)
rvlrhqeusa	Disney Hannah Montana - Spotlight World Tour (USA)
rvlrhqpeur	Disney Hannah Montana - Spotlight World Tour (Europe) (En,De,Es)
rvlrhqxeuu	Disney Hannah Montana - Spotlight World Tour (Europe) (Fr,It)
rvlrhqyscn	Disney Hannah Montana - Spotlight World Tour (Scandinavia) (En,Sv,No,Da)
rvlrhrjjpn	Katekyoo Hitman Reborn! Dream Hyper Battle! Wii (Japan)
rvlrhseusa	Heatseeker (USA)
rvlrhspeur	Heatseeker (Europe) (En,Fr)
rvlrhsxeuu	Heatseeker (Europe) (Fr,De)
rvlrhsyeut	Heatseeker (Europe) (Es,It)
rvlrhteusa	Manhunt 2 (USA) (En,Fr,Es)
rvlrhtpeur	Manhunt 2 (Europe) (En,Fr,De,Es,It)
rvlrhueusa	Skate City Heroes (USA)
rvlrhupeurb0	Skate City Heroes (Europe) (En,Fr,De,Es,It)
rvlrhveusab0	Crazy Chicken Tales (USA) (En,Fr,Es)
rvlrhvpeurb0	Crazy Chicken Tales (Europe) (En,Fr,De,Es,It,Nl)
rvlrhweusa	Hot Wheels - Beat That! (USA)
rvlrhweusab0	Hot Wheels - Beat That! (USA)
rvlrhwpeur	Hot Wheels - Beat That! (Europe) (En,Fr,De,It)
rvlrhwpeur1	Hot Wheels - Beat That! (Europe) (En,Fr,De,It)
rvlrhxeusa	Battle of the Bands (USA)
rvlrhxpeur	Battle of the Bands (Europe) (En,Fr,De,Es,It)
rvlrhyjjpn	Haneru no Tobira Wii - Giri Girissu (Japan)
rvlrhzeusa	Petz - Horsez 2 (USA) (En,Fr,Es)
rvlrhzpeur	Pippa Funnell - Ranch Rescue (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)
rvlri2eusa	Disney High School Musical - Sing It! (USA) (En,Fr)
rvlri2peur	Disney High School Musical - Sing It! (Europe) (En,Fr,De,Es,It)
rvlri3eusa	Ant Bully, The (USA) (En,Fr)
rvlri3peur	Ant Bully, The (Europe) (En,Fr,De,Es,It)
rvlri6eusab0	Summer Sports 2 - Island Sports Party (USA)
rvlri6peur	Summer Sports Party (Europe) (En,Fr,De,Es,It,Nl)
rvlri7eusab0	Monster Mayhem - Build and Battle (USA)
rvlri8eusa	Brothers in Arms - Double Time (USA) (En,Fr,Es) (Disc 1) (Brothers in Arms - Road to Hill 30)
rvlri8eusa0	Brothers in Arms - Double Time (USA) (En,Fr,Es) (Disc 1) (Brothers in Arms - Road to Hill 30)
rvlri8peur1	Brothers in Arms - Road to Hill 30 (Europe) (En,Fr,De,Es,It)
rvlri9eusab0	Diva Girls - Divas on Ice (USA) (En,Fr,Es)
rvlri9peur	Diva Girls - Princess on Ice (Europe) (En,Fr,De,Es,It)
rvlriaeusab0	Ice Age - Dawn of the Dinosaurs (USA) (En,Fr)
rvlriaiitab0	Era Glaciale 3, L' - L'Alba dei Dinosauri (Italy)
rvlriapeur	Ice Age 3 - Dawn of the Dinosaurs (Europe) (En,Fr,De,Es,Nl,Sv)
rvlriapeurb1	Ice Age 3 - Dawn of the Dinosaurs (Europe) (En,Fr,De,Es,Nl,Sv)
rvlribeusa	Igor - The Game (USA)
rvlribpeur	Igor - The Game (Europe) (En,Fr,De,Es,It)
rvlriceusa	Iron Chef America - Supreme Cuisine (USA)
rvlriceusab0	Iron Chef America - Supreme Cuisine (USA)
rvlrideusab0	Smiley World - Island Challenge (USA) (En,Fr,Es)
rvlridpeur	Smiley World - Island Challenge (Europe) (En,Fr,De,Es,It)
rvlrieeusa	Karaoke Revolution Presents - American Idol Encore (USA)
rvlrifeusa	Karaoke Revolution Presents - American Idol Encore 2 (USA) (En,Fr,Es)
rvlrigeusa	Nickelodeon Go Diego Go! Great Dinosaur Rescue (USA)
rvlrigeusab0	Nickelodeon Go Diego Go! Great Dinosaur Rescue (USA) (En,Fr) (Rev 1)
rvlrigpeur	Nickelodeon Go Diego Go! Great Dinosaur Rescue (Europe) (En,Fr,Nl)
rvlrigpeurb0	Nickelodeon Go Diego Go! Great Dinosaur Rescue (Europe) (En,Fr,Nl)
rvlriheusa	Incredible Hulk, The (USA) (En,Fr)
rvlrihpeur	Incredible Hulk, The (Europe) (En,Fr,De,Es,It)
rvlriieusab0	Kart Racer (USA)
rvlriipeurb0	Kart Racer (Europe) (En,Fr,De,Es,It)
rvlrijeusab0	G.I. Joe - The Rise of Cobra (USA) (En,Fr)
rvlrijpeurb0	G.I. Joe - The Rise of Cobra (Europe) (En,Fr,De,Es,It)
rvlrikeusab0	Truck Racer (USA)
rvlrikpeurb0	Truck Racer (Europe) (En,Fr,De,Es,It)
rvlriljjpn	Puzzle Series Vol. 2 - Illust Logic + Colorful Logic (Japan) (Rev 1)
rvlrimeusa	Impossible Mission (USA)
rvlrimpeur	Impossible Mission (Europe) (En,Fr,De,Es,It)
rvlrineusa	Dead Rising - Chop Till You Drop (USA) (En,Fr,Es)
rvlrinjjpn	Dead Rising - Zombie no Ikenie (Japan)
rvlrinpeur	Dead Rising - Chop Till You Drop (Europe) (En,Fr,De,Es,It)
rvlriopeur	Horrible Histories - Ruthless Romans (Europe) (En,Fr,De,Es,It)
rvlripeusa	Shonen Jump One Piece - Unlimited Adventure (USA)
rvlripjjpn	One Piece - Unlimited Adventure (Japan)
rvlriqpukvb0	Dancing on Ice (Europe)
rvlrireusa	Iron Man (USA) (En,Fr,Es)
rvlrirpeur	Iron Man (Europe) (En,Fr,De,Es,It)
rvlritffrab0	Intervilles - Le Jeu Officiel (France)
rvlriujjpn	One Piece - Unlimited Cruise - Episode 2 - Mezameru Yuusha (Japan)
rvlriujjpnb0	One Piece - Unlimited Cruise - Episode 2 - Mezameru Yuusha (Japan) (Rev 1)
rvlriupeurb0	One Piece - Unlimited Cruise 2 - Awakening of a Hero (Europe) (En,Fr,De,Es,It)
rvlriveusab0	Ivy the Kiwi (USA) (En,Fr,Es)
rvlrivjjpnb0	Ivy the Kiwi (Japan)
rvlrivpeurb0	Ivy the Kiwi (Europe) (En,Fr,De,Es,It)
rvlriweusab0	Burger Island (USA)
rvlrixeusab0	Dodge Racing - Charger vs Challenger (USA) (En,Fr,Es)
rvlrixpeurb0	Dodge Racing - Charger vs Challenger (Europe) (En,Fr,De,Es,It)
rvlriyeusa	Space Camp (USA) (En,Fr)
rvlriypeur	Space Camp (Europe) (En,Fr,De,Es,It)
rvlrizeusa	Indianapolis 500 Legends (USA)
rvlrj2eusa	007 - Quantum of Solace (USA) (En,Fr)
rvlrj2jjpn	007 - Nagusame no Houshuu (Japan)
rvlrj2peur	007 - Quantum of Solace (Europe) (En,Fr,De,Es,It)
rvlrj3eusab0	Jeep Thrills (USA)
rvlrj3peur	Jeep Thrills (Europe) (En,Fr,De,Es,It)
rvlrj4eusa	Jewel Master - Cradle of Rome (USA)
rvlrj4peur	Jewel Master - Cradle of Rome (Europe) (En,Fr,De,Es,It,Nl)
rvlrj6eusab0	MySims SkyHeroes (USA) (En,Fr,Es)
rvlrj6peurb0	MySims SkyHeroes (Europe) (En,Fr,De,Es,It,Nl)
rvlrj7ffra	Tele 7 Jeux - Mots Fleches (France)
rvlrj8eusa	Indiana Jones and the Staff of Kings (USA) (En,Fr,Es)
rvlrj8peur	Indiana Jones and the Staff of Kings (Europe) (En,Fr,De,Es,It)
rvlrj9eusab0	Think Logic Trainer (USA)
rvlrj9eusab1	ThinkSMART - Family! (USA) (Rev 1)
rvlrj9ffrab0	Entraineur Cerebral et Sportif, L' (France)
rvlrj9hholb0	Think - Train Je Brein (Netherlands)
rvlrj9peur	Think - Logik Trainer (Germany) (En,De)
rvlrj9xeuub0	Think - Logic Trainer (Europe) (En,De,Es)
rvlrjadnoeb0	Call of Duty - Modern Warfare - Reflex (Germany)
rvlrjaeusab0	Call of Duty - Modern Warfare - Reflex (USA) (En,Fr)
rvlrjapeurb0	Call of Duty - Modern Warfare - Reflex (Europe) (En,Fr)
rvlrjaxeuub0	Call of Duty - Modern Warfare - Reflex (Europe) (Es,It)
rvlrjbjjpn	Daikaijuu Battle - Ultra Coliseum (Japan)
rvlrjceusa	SCORE International Baja 1000 - The Official Game (USA)
rvlrjcpeurb0	SCORE International Baja 1000 - World Championship Off Road Racing (Europe)
rvlrjdpeur	My Animal Centre (Europe) (En,Fr,De,Es,It,Nl)
rvlrjeeusa	Jenga World Tour (USA) (En,Fr,De,Es,It)
rvlrjepeur	Jenga World Tour (Europe) (En,Fr,De,Es,It)
rvlrjfeusa	Jillian Michaels' Fitness Ultimatum 2009 (USA)
rvlrjfpeur	Jillian Michaels' Fitness Ultimatum 2009 (Europe) (En,Fr,De,Es,It)
rvlrjgjjpn	Jinsei Game Wii (Japan)
rvlrjheusab0	DreamWorks Madagascar Kartz (USA) (En,Fr)
rvlrjhpeurb0	DreamWorks Madagascar Kartz (Europe) (En,Fr,De,Es,It,Nl,Sv)
rvlrjipeurb0	Ferrari - The Race Experience (Europe) (En,Fr,De,Es,It)
rvlrjjeusab0	Jambo! Safari - Animal Rescue (USA) (En,Fr,Es)
rvlrjjpeurb0	Jambo! Safari - Ranger Adventure (Europe) (En,Fr,De,Es,It)
rvlrjmeusa	Jumper - Griffin's Story (USA) (En,Fr)
rvlrjmpeur	Jumper - Griffin's Story (Europe) (En,Fr,De,Es,It)
rvlrjneusab0	Build'n Race (USA) (En,Fr,Es)
rvlrjoeusab0	Ju-on - The Grudge - Haunted House Simulator (USA) (En,Fr,Es)
rvlrjojjpn	Kyoufu Taikan - Juon (Japan)
rvlrjopeurb0	Ju-on - The Grudge (Europe) (En,Fr,De,Es,It,Nl)
rvlrjpjjpn	Jikkyou Powerful Pro Yakyuu Wii (Japan)
rvlrjqeusa	Pajama Sam - Don't Fear the Dark (USA)
rvlrjqpeur	Pajama Sam - No Need to Hide When It's Dark Outside (Europe) (En,Fr,De,Nl)
rvlrjreusab0	Dance Dance Revolution - Hottest Party 3 (USA)
rvlrjrjjpnb0	Dance Dance Revolution - Music Fit (Japan)
rvlrjrpeurb0	Dance Dance Revolution - Hottest Party 3 (Europe) (En,Fr,De,Es,It)
rvlrjseusa	Kawasaki Jet Ski (USA)
rvlrjspukv	Kawasaki Jet Ski (UK)
rvlrjsxeur	Kawasaki Jet Ski (Europe) (En,Fr,De,Es,It,Nl)
rvlrjtjjpn	Minna no Joushiki Ryoku TV (Japan)
rvlrjveusab0	Hysteria Hospital - Emergency Ward (USA) (En,Fr,Es)
rvlrjvpeurb1	Hysteria Hospital - Emergency Ward (Europe) (En,Fr,De,Es,It)
rvlrjwjjpn	Jawa - Mammoth to Himitsu no Ishi (Japan)
rvlrjxeusa	Go Play - Lumberjacks (USA)
rvlrjxxeurb0	Go Play - Lumberjacks (Europe) (En,Fr,De) (Rev 1)
rvlrjyeusab0	Doctor Fizzwizzle's Animal Rescue (USA)
rvlrjzpukv	SNK Arcade Classics Vol. 1 (Europe)
rvlrk2eusa	Trauma Center - New Blood (USA) (En,Ja)
rvlrk2jjpn	Caduceus - New Blood (Japan)
rvlrk2peur	Trauma Center - New Blood (Europe, Australia) (En,Fr,De,Es,It)
rvlrk3jjpnb0	And-Kensaku (Japan)
rvlrk4jjpn	Kekkaishi - Kokubourou no Kage (Japan)
rvlrk5eusab0	Kirby's Epic Yarn (USA) (En,Fr,Es)
rvlrk5jjpnb0	Keito no Kirby (Japan)
rvlrk5kkorb0	Teolsil Kirby Iyagi (Korea)
rvlrk5peurb0	Kirby's Epic Yarn (Europe) (En,Fr,De,Es,It)
rvlrk6eusa	Marble Saga - Kororinpa (USA) (En,Fr,Es)
rvlrk6jjpn	Kororinpa 2 - Anthony to Kin'iro Himawari no Tane (Japan)
rvlrk6peur	Marbles! Balance Challenge (Europe) (En,Fr,De,Es,It)
rvlrk6peurb0	Marbles! Balance Challenge (Europe) (En,Fr,De,Es,It)
rvlrk7jjpn	Ougon no Kizuna (Japan)
rvlrk8eusa	Major League Baseball 2K8 (USA)
rvlrk9eusab0	Karaoke Revolution (USA) (En,Fr,Es,Pt)
rvlrk9peurb0	Karaoke Revolution (Europe) (En,Fr,De,Es,It,Pt,Sv,No,Da,Fi)
rvlrkaeusa	Ultimate Shooting Collection (USA)
rvlrkajjpn	Milestone Shooting Collection - Karous Wii (Japan)
rvlrkakkor	Milestone Shooting Collection - Karous Wii (Korea)
rvlrkbeusa	Cranium Kabookii (USA) (En,Fr,Es)
rvlrkbpeur	Cranium Kabookii (Europe) (En,Fr,De,Es,It)
rvlrkdeusa	Trauma Center - Second Opinion (USA)
rvlrkdjjpn	Caduceus Z - Futatsu no Chou Shittou (Japan)
rvlrkdpeur	Trauma Center - Second Opinion (Europe) (En,Fr,De,Es,It)
rvlrkeeusa	Cate West - The Vanishing Files (USA)
rvlrkepeurb1	Cate West - The Vanishing Files (Europe)
rvlrkfeusa	King of Fighters Collection, The - The Orochi Saga (USA)
rvlrkfkkorb0	King of Fighters Collection, The - The Orochi Saga (Korea)
rvlrkfpukv	King of Fighters Collection, The - The Orochi Saga (Europe)
rvlrkgeusa	Bratz Kidz (USA) (En,Fr,Es)
rvlrkgpeur	Bratz Kidz - Party (Europe) (En,Fr,De,Es,It,Sv,No,Da)
rvlrkheusa	DreamWorks Kung Fu Panda - Legendary Warriors (USA) (En,Fr)
rvlrkhpeur	DreamWorks Kung Fu Panda - Legendary Warriors (Europe) (En,Fr,De,Es,It,Nl)
rvlrkieusa	Kidz Sports Ice Hockey (USA)
rvlrkipukv	Kidz Sports Ice Hockey (Europe)
rvlrkixeurb0	Kidz Sports Ice Hockey (Australia) (En,Fr,De,Es,It,Nl) (Rev 1)
rvlrkjjjpn	Zaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai Koushiki Soft - 250 Mannin no Kanken - Wii de Tokoton Kanji Nou (Japan)
rvlrkkeusa	Heavenly Guardian (USA)
rvlrkleusa	Coraline (USA) (En,Fr,Es)
rvlrklpeur	Coraline (Europe) (En,Fr,De,Es,It)
rvlrkmeusa	Mortal Kombat - Armageddon (USA)
rvlrkmpeur	Mortal Kombat - Armageddon (Europe) (En,Fr,De,Es,It)
rvlrknjjpn	Zaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai Kounin - Kanken Wii - Kanji-ou Ketteisen (Japan)
rvlrkojjpn	Rilakkuma - Minna de Goyururi Seikatsu (Japan)
rvlrkpeusa	DreamWorks Kung Fu Panda (USA) (En,Fr)
rvlrkpjjpn	DreamWorks Kung Fu Panda (Japan)
rvlrkpkkor	DreamWorks Kung Fu Panda (Korea)
rvlrkppeur	DreamWorks Kung Fu Panda (Europe) (En,Fr,Nl)
rvlrkpvswe	DreamWorks Kung Fu Panda (Sweden)
rvlrkpxeuu	DreamWorks Kung Fu Panda (Europe) (En,It)
rvlrkpyeut	DreamWorks Kung Fu Panda (Europe) (De,Es)
rvlrkqeusa	Candace Kane's Candy Factory (USA)
rvlrkseusa	Kidz Sports Basketball (USA)
rvlrkspukv	Kidz Sports Basketball (UK)
rvlrksxeur	Kidz Sports Basketball (Europe) (En,Fr,De,Es,It,Nl)
rvlrkteusa	Kidz Sports International Soccer (USA)
rvlrktxeur	Kidz Sports International Football (Europe) (En,Fr,De,Es,It,Nl)
rvlrkveusab0	Bigs 2, The (USA)
rvlrkvpukvb0	Bigs 2, The - Baseball (UK)
rvlrkwjjpn	Jigsaw Puzzle - Kyou no Wanko (Japan)
rvlrkxeusa	Rock Band (USA)
rvlrkxpukv	Rock Band (Europe) (En,Fr,De,Es,It)
rvlrkyeusa	Army Men - Soldiers of Misfortune (USA) (En,Fr,Es)
rvlrkypeur	Army Men - Soldiers of Misfortune (Europe) (En,Fr,De,Es,It)
rvlrkzeusa	Lost in Blue - Shipwrecked (USA) (En,Fr,Es)
rvlrkzjjpn	Survival Kids Wii (Japan)
rvlrkzpeur	Lost in Blue - Shipwrecked (Europe) (En,Fr,De,Es,It)
rvlrl2eusab0	Gallop & Ride! (USA)
rvlrl2hhol	Paard & Pony - Mijn Paardenstal - Al Jouw Ruiterdromen Komen Uit! (Netherlands)
rvlrl2peur	Horse & Pony - My Riding Stables (Europe) (En,Fr,De,Es,It)
rvlrl3eusa	Luxor 3 (USA)
rvlrl3eusab0	Luxor 3 (USA) (Rev 2)
rvlrl4eusab0	LEGO Indiana Jones 2 - The Adventure Continues (USA) (En,Fr,Es)
rvlrl4peurb0	LEGO Indiana Jones 2 - The Adventure Continues (Europe) (En,Fr,De,Es,It,Da)
rvlrl4peurb2	LEGO Indiana Jones 2 - The Adventure Continues (Europe) (En,Fr,De,Es,It,Da) (Rev 1)
rvlrl5eusab0	Nickelodeon iCarly (USA) (En,Fr)
rvlrl5peurb0	Nickelodeon iCarly (Europe, Australia) (En,Fr,De,Es,It,Nl)
rvlrl6eusab0	Nerf N-Strike Elite (USA)
rvlrl7eusab0	Littlest Pet Shop - Friends (USA) (En,Fr,Es)
rvlrl7peurb0	Littlest Pet Shop - Friends (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)
rvlrl8eusa	MLB Power Pros 2008 (USA)
rvlrl9peur	King of Pool (Europe) (En,Fr,De,Es,It)
rvlrladnoe	Deal or No Deal - Der Banker schlaegt zurueck (Germany)
rvlrlaeusa	Deal or No Deal (USA)
rvlrlapukv	Deal or No Deal - The Banker Is Back (UK)
rvlrlbeusa	LEGO Batman - The Videogame (USA) (En,Fr,Es)
rvlrlbeusab0	LEGO Batman - The Videogame (USA) (En,Fr,Es)
rvlrlbpeur	LEGO Batman - The Videogame (Europe) (En,Fr,De,Es,It,Da)
rvlrlbpeurb0	LEGO Batman - The Videogame (Europe) (En,Fr,De,Es,It,Da) (Rev 1)
rvlrlcpeurb0	Love Is... in Bloom (Europe) (En,Fr,De,Es,It,Nl)
rvlrldeusa	Legend of the Dragon (USA) (En,Fr,Es)
rvlrldpeur	Legend of the Dragon (Europe) (En,Fr,De,Es,It)
rvlrleeusa	Ten Pin Alley 2 (USA) (En,Fr,Es)
rvlrlfeusa	Star Wars - The Clone Wars - Lightsaber Duels (USA) (En,Fr)
rvlrlfeusab0	Star Wars - The Clone Wars - Lightsaber Duels (USA) (En,Fr)
rvlrlfpeur	Star Wars - The Clone Wars - Lightsaber Duels (Europe) (En,Fr,De,Es,It)
rvlrlgeusa	LEGO Star Wars - The Complete Saga (USA) (En,Fr,Es)
rvlrlgeusa1	LEGO Star Wars - The Complete Saga (USA) (En,Fr,Es) (Rev 1)
rvlrlgeusab0	LEGO Star Wars - The Complete Saga (USA) (En,Fr,Es) (Rev 1)
rvlrlgjjpn	LEGO Star Wars - The Complete Saga (Japan)
rvlrlgpeur	LEGO Star Wars - The Complete Saga (Europe) (En,Fr,De,Es,It,Da)
rvlrlgpeurb0	LEGO Star Wars - The Complete Saga (Europe) (En,Fr,De,Es,It,Da) (Rev 1)
rvlrlgpeurb2	LEGO Star Wars - The Complete Saga (Europe) (En,Fr,De,Es,It,Da) (Rev 1)
rvlrlheusa	Little League World Series Baseball 2008 (USA)
rvlrlhpukv	Little League World Series Baseball 2008 (Europe)
rvlrlieusa	LEGO Indiana Jones - The Original Adventures (USA) (En,Fr,Es)
rvlrlipeur1	LEGO Indiana Jones - The Original Adventures (Europe) (En,Fr,De,Es,It,Da)
rvlrlipeurb1	LEGO Indiana Jones - The Original Adventures (Europe) (En,Fr,De,Es,It,Da)
rvlrljeusa	Line Rider 2 - Unbound (USA)
rvlrljpeur	Line Rider Freestyle (Europe) (En,Fr,De,Es,It)
rvlrlkeusa	Code Lyoko - Quest for Infinity (USA) (En,Fr,Es)
rvlrlkpfra	Code Lyoko - Quest for Infinity (Europe) (En,Fr,Es,It)
rvlrllpeur	Go West! A Lucky Luke Adventure (Europe) (En,Fr,De,Es,It,Nl)
rvlrlneusab0	Survivor (USA)
rvlrlnffrab0	Koh-Lanta (France)
rvlrlnhhol	Expeditie Robinson (Netherlands)
rvlrlniita	Isola dei Famosi, L' (Italy)
rvlrlnpukvb0	Survivor (Europe, Australia) (En,Sv,No,Da)
rvlrlpeusa	Littlest Pet Shop (USA) (En,Fr,Es)
rvlrlppeur	Littlest Pet Shop (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi,Pl,Cs)
rvlrlqeusa	Big League Sports (USA) (En,Fr)
rvlrlqpeur	World Championship Sports (Europe) (En,Fr,De,Es,It)
rvlrlreusa	Lara Croft Tomb Raider - Anniversary (USA) (En,Fr,Es)
rvlrlrjjpn	Lara Croft Tomb Raider - Anniversary (Japan)
rvlrlrpeur	Lara Croft Tomb Raider - Anniversary (Europe) (En,Fr,De,Es,It)
rvlrlrpeur1	Lara Croft Tomb Raider - Anniversary (Europe) (En,Fr,De,Es,It)
rvlrlseusa	Alien Syndrome (USA)
rvlrlspeur	Alien Syndrome (Europe) (En,Fr,De,Es,It)
rvlrlteusa	London Taxi - Rushour (USA)
rvlrltxeur	London Taxi - Rushour (Europe) (En,Fr,De,Es,It,Nl)
rvlrlueusa	Disney Bolt (USA) (En,Fr,Es)
rvlrlupeurb0	Disney Bolt (Europe) (En,Es,It)
rvlrlurrus	Disney Bolt (Russia)
rvlrluxeuu	Disney Bolt (Europe) (Fr,De,Nl)
rvlrluyscnb0	Disney Bolt (Scandinavia) (En,Sv,No,Da)
rvlrlveusa	Nickelodeon Avatar - The Last Airbender (USA)
rvlrlvpeur	Nickelodeon Avatar - The Legend of Aang (Europe) (En,Fr,De,Nl)
rvlrlvpeur01	Nickelodeon Avatar - The Legend of Aang (Europe, Australia) (En,Fr,De,Nl) (Rev 1)
