# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
rvlrlweusa	Disney-Pixar Ratatouille (USA)
rvlrlwjjpn	Disney-Pixar Remy no Oishii Restaurant (Japan)
rvlrlwpukv	Disney-Pixar Ratatouille (UK)
rvlrlwwscn	Disney-Pixar Ratatouille (Scandinavia) (Sv,No,Da,Fi)
rvlrlwxeur	Disney-Pixar Ratatouille (Europe) (Fr,De,Nl)
rvlrlwyeuub0	Disney-Pixar Ratatouille (Europe) (It,El)
rvlrlwzeut	Disney-Pixar Ratatouille (Europe) (Es,Pt)
rvlrlxeusa	Luxor - Pharaoh's Challenge (USA)
rvlrlxpeur	Luxor - Pharaoh's Challenge (Europe) (En,Fr,De,Es,It)
rvlrlyeusa	Looney Tunes - Acme Arsenal (USA)
rvlrlypeur	Looney Tunes - Acme Arsenal (Europe) (En,Fr,De,Es,It)
rvlrlzeusa	Defendin' De Penguin (USA) (En,Es)
rvlrlzpukvb0	Defendin' De Penguin (Europe) (Rev 1)
rvlrm2eusa	Medal of Honor - Heroes 2 (USA)
rvlrm2jjpn	Medal of Honor - Heroes 2 (Japan)
rvlrm2pukv	Medal of Honor - Heroes 2 (Europe)
rvlrm2pukvb0	Medal of Honor - Heroes 2 (Europe)
rvlrm2uaus	Medal of Honor - Heroes 2 (Australia)
rvlrm2xeur	Medal of Honor - Heroes 2 (Europe) (Fr,De,Es,It)
rvlrm3eusa	Metroid Prime 3 - Corruption (USA)
rvlrm3jjpn	Metroid Prime 3 - Corruption (Japan)
rvlrm3peur	Metroid Prime 3 - Corruption (Europe) (En,Fr,De,Es,It)
rvlrm4eusa	Monster 4x4 - World Circuit (USA) (En,Fr,Es)
rvlrm4eusabo	Monster 4x4 - World Circuit (USA) (En,Fr,Es)
rvlrm4jjpn	Monster 4x4 - World Circuit (Japan)
rvlrm4peur	Monster 4x4 - World Circuit (Europe) (En,Fr,De,Es,It)
rvlrm5eusa	Mummy, The - Tomb of the Dragon Emperor (USA) (En,Fr,Es)
rvlrm5peur	Mummy, The - Tomb of the Dragon Emperor (Europe) (En,Fr,De,Es,It,Nl)
rvlrm6eusa	Baroque (USA)
rvlrm6pukv	Baroque (UK)
rvlrm7eusa	Monster Lab (USA) (En,Fr,Es)
rvlrm7peur	Monster Lab (Europe) (En,Fr,De,Es,It)
rvlrm8emdeb0	Mario Party 8 (USA, Asia) (Rev 2)
rvlrm8eusa	Mario Party 8 (USA) (Rev 1)
rvlrm8jjpn	Mario Party 8 (Japan) (Rev 2)
rvlrm8kkor	Mario Party 8 (Korea)
rvlrm8peur	Mario Party 8 (Europe) (En,Fr,De,Es,It)
rvlrm8peur1	Mario Party 8 (Europe, Australia) (En,Fr,De,Es,It) (Rev 1)
rvlrm8peurb0	Mario Party 8 (Europe, Australia) (En,Fr,De,Es,It) (Rev 1)
rvlrm9eusa	Mushroom Men - The Spore Wars (USA) (En,Fr,Es)
rvlrm9peur	Mushroom Men - The Spore Wars (Europe) (En,Fr,De,Es,It)
rvlrmaeusa	Mario Power Tennis (USA) (En,Fr,Es)
rvlrmajjpn	Mario Tennis GC (Japan)
rvlrmapeur	Mario Power Tennis (Europe) (En,Fr,De,Es,It)
rvlrmapeurb1	Mario Power Tennis (Europe) (En,Fr,De,Es,It)
rvlrmbeusa	Mario Super Sluggers (USA) (En,Fr,Es)
rvlrmbeusab0	Mario Super Sluggers (USA) (En,Fr,Es)
rvlrmbjjpn	Super Mario Stadium - Family Baseball (Japan)
rvlrmceusa	Mario Kart Wii (USA) (En,Fr,Es)
rvlrmceusab0	Mario Kart Wii (USA) (En,Fr,Es)
rvlrmcjjpn	Mario Kart Wii (Japan)
rvlrmcjjpnb0	Mario Kart Wii (Japan)
rvlrmckkor	Mario Kart Wii (Korea)
rvlrmckkorb0	Mario Kart Wii (Korea)
rvlrmcpeur	Mario Kart Wii (Europe, Australia) (En,Fr,De,Es,It)
rvlrmcpeur1	Mario Kart Wii (Europe, Australia) (En,Fr,De,Es,It)
rvlrmcpeurb0	Mario Kart Wii (Europe, Australia) (En,Fr,De,Es,It)
rvlrmcpeurb1	Mario Kart Wii (Europe, Australia) (En,Fr,De,Es,It)
rvlrmcpeurb2	Mario Kart Wii (Europe, Australia) (En,Fr,De,Es,It)
rvlrmdeusa	Madden NFL 07 (USA)
rvlrmdpnoe	Madden NFL 07 (Europe)
rvlrmejjpn	Major Dream - Major Wii - Nagero! Gyroball!! (Japan)
rvlrmfeusa	AMF Bowling - Pinbusters! (USA)
rvlrmfpeur	AMF Bowling - Pinbusters! (Europe) (En,Fr,De,Es,It)
rvlrmgeusa	Super Mario Galaxy (USA) (En,Fr,Es)
rvlrmgeusab0	Super Mario Galaxy (USA) (En,Fr,Es)
rvlrmgjjpn	Super Mario Galaxy (Japan)
rvlrmgkkor	Super Mario Wii - Galaxy Adventure (Korea)
rvlrmgkkorb0	Super Mario Wii - Galaxy Adventure (Korea)
rvlrmgpeur	Super Mario Galaxy (Europe, Australia) (En,Fr,De,Es,It)
rvlrmgpeur1	Super Mario Galaxy (Europe, Australia) (En,Fr,De,Es,It)
rvlrmgpeurb0	Super Mario Galaxy (Europe, Australia) (En,Fr,De,Es,It)
rvlrmheusab0	Monster Hunter Tri (USA) (En,Fr,Es)
rvlrmhjjpnb0	Monster Hunter 3 tri- (Japan)
rvlrmhpeurb0	Monster Hunter Tri (Europe) (En,Fr,De,Es,It)
rvlrmieusab0	Margot's Word Brain (USA) (En,Fr,Es)
rvlrmipeur	Margot's Word Brain (Europe) (En,Fr,De,Es,It)
rvlrmjjjpn	Mahjong Taikai Wii (Japan)
rvlrmkeusab0	Mario Sports Mix (USA) (En,Fr,Es)
rvlrmkjjpnb0	Mario Sports Mix (Japan)
rvlrmkpeurb0	Mario Sports Mix (Europe) (En,Fr,De,Es,It)
rvlrmleusa	Metal Slug Anthology (USA)
rvlrmljjpn	Metal Slug Complete (Japan)
rvlrmlkkor	Metal Slug Complete (Korea)
rvlrmlpukv	Metal Slug Anthology (UK)
rvlrmmeusa	Mercury Meltdown Revolution (USA) (En,Fr,Es)
rvlrmmjjpn	Tama-Run (Japan)
rvlrmmpeur	Mercury Meltdown Revolution (Europe) (En,Fr,De,Es,It)
rvlrmndnoe	Meine Tierpension (Germany)
rvlrmnhhol	Mijn Dierenpension - Verzorg en Speel met de Leukste Dieren! (Netherlands)
rvlrmnpukv	My Pet Hotel (Europe) (En,Fr,De,Es,It)
rvlrmoeusa	Monster Jam (USA)
rvlrmopeurb0	Monster Jam (Europe) (En,Fr,De,Es,It)
rvlrmpeusa	MLB Power Pros (USA)
rvlrmqeusa	Myth Makers - Orbs of Doom (USA)
rvlrmqpukv	Myth Makers - Orbs of Doom (UK)
rvlrmreusa	Cocoto Magic Circus (USA) (En,Fr,Es)
rvlrmrpeurb0	Cocoto Magic Circus (Europe) (En,Fr,De,Es,It)
rvlrmrxscnb0	Cocoto Magic Circus (Scandinavia) (Sv,No,Da)
rvlrmseusab0	Marvel - Ultimate Alliance 2 (USA)
rvlrmspukvb0	Marvel - Ultimate Alliance 2 (Europe)
rvlrmtjjpnb0	Momotarou Dentetsu 16 - Hokkaido Daiidou no Maki! (Japan)
rvlrmueusa	Marvel - Ultimate Alliance (USA)
rvlrmujjpnb0	Marvel - Ultimate Alliance (Japan)
rvlrmupeur	Marvel - Ultimate Alliance (Europe) (En,It)
rvlrmveusa	Medal of Honor - Vanguard (USA)
rvlrmvpukv	Medal of Honor - Vanguard (UK)
rvlrmvxfra	Medal of Honor - Vanguard (Europe) (En,Fr,De,Es,It)
rvlrmvxnoe	Medal of Honor - Vanguard (Europe) (En,Fr,De,Es,It)
rvlrmweusa	M&M's Kart Racing (USA)
rvlrmweusab0	M&M's Kart Racing (USA)
rvlrmxeusa	MX vs. ATV Untamed (USA)
rvlrmxffra	MX vs. ATV Extreme Limite (France)
rvlrmxpukv	MX vs. ATV Untamed (Europe)
rvlrmxpukvb0	MX vs. ATV Untamed (Europe)
rvlrmyeusa	Myth Makers - Super Kart GP (USA)
rvlrmypukv	Myth Makers - Super Kart GP (UK)
rvlrmyxnoe	Myth Makers - Super Kart GP (Europe) (En,Fr,De,Es,It,Nl)
rvlrmzeusa	Myth Makers - Trixie in Toyland (USA)
rvlrmzpukv	Myth Makers - Trixie in Toyland (UK)
rvlrmzxeur	Myth Makers - Trixie in Toyland (Europe) (En,Fr,De,Es,It,Nl)
rvlrn2eusab0	Namco Museum Remix (USA)
rvlrn2peur	Namco Museum Remix (Europe) (En,Fr,De,Es,It)
rvlrn3eusa	Nicktoons - Attack of the Toybots (USA)
rvlrn3jjpn	Nickelodeon SpongeBob SquarePants - SpongeBob to Nakamatachi - Toybot no Kougeki (Japan)
rvlrn3pukv01	Nicktoons - Attack of the Toybots (UK)
rvlrn3xeur	Nickelodeon SpongeBob and Friends - Attack of the Toybots (Europe) (En,Fr,De,Es,Nl)
rvlrn4eusab0	Dawn of Discovery (USA)
rvlrn4peur	Anno - Create a New World (Europe) (En,Fr,De,Es,It)
rvlrn4peurb0	Anno - Create a New World (Europe) (En,Fr,De,Es,It)
rvlrn5eusa	Nickelodeon The Naked Brothers Band - The Video Game (USA)
rvlrn5pukv	Nickelodeon The Naked Brothers Band - The Video Game (Europe)
rvlrn6eusa	North American Hunting Extravaganza (USA)
rvlrn6pukvb0	North American Hunting Extravaganza (UK)
rvlrn7eusa	Neighborhood Games (USA)
rvlrn7peur	Big Family Games (Europe) (En,Fr,De,Es,It)
rvlrn8jjpnb1	Nobunaga no Yabou - Kakushin with Power-Up Kit (Japan) (Rev 1)
rvlrn9eusa	Escape from Bug Island (USA)
rvlrn9jjpn	Necro-Nesia (Japan)
rvlrn9peur	Escape from Bug Island (Europe) (En,Ja,Fr,De,Es,It)
rvlrnaeusa	NCAA Football 09 - All-Play (USA)
rvlrnbeusa	NBA Live 08 (USA)
rvlrnbpukv	NBA Live 08 (UK)
rvlrnbxnoe	NBA Live 08 (Europe) (En,Fr,De,Es,It)
rvlrnceusa	SNK Arcade Classics Vol. 1 (USA)
rvlrndjjpn	Nodame Cantabile - Dream Orchestra (Japan)
rvlrneeusab0	Naruto Shippuden - Clash of Ninja Revolution III (USA)
rvlrnejjpn	Naruto Shippuuden - Gekitou Ninja Taisen! EX3 (Japan)
rvlrnepeurb0	Naruto Shippuden - Clash of Ninja Revolution III - European Version (Europe) (En,Fr,De,Es,It)
rvlrnfeusa	Madden NFL 08 (USA)
rvlrnfpukv	Madden NFL 08 (UK)
rvlrngjjpn	Negima! Neo-Pactio Fight!! (Japan)
rvlrnheusa	No More Heroes (USA) (En,Fr,Es)
rvlrnhjjpn	No More Heroes (Japan)
rvlrnhkkor	No More Heroes (Korea)
rvlrnhpeur	No More Heroes (Europe) (En,Fr,De,Es,It)
rvlrnipeur	Mind. Body. Soul. - Nutrition Matters (Europe) (En,Fr,De,Es,It)
rvlrnjeusab0	Mini Ninjas (USA) (En,Fr,Es)
rvlrnjpeurb0	Mini Ninjas (Europe) (En,Fr,De,Es,It,Nl)
rvlrnkeusa	Nerf N-Strike (USA)
rvlrnkpeurb1	Nerf N-Strike (Europe) (En,De,Es)
rvlrnleusa	NHL 2K9 (USA) (En,Fr,Es)
rvlrnlpeur	NHL 2K9 (Europe) (En,Fr,De,Es,It)
rvlrnmeusa	Ninjabread Man (USA)
rvlrnmpukv	Ninjabread Man (UK)
rvlrnmxeur1	Ninjabread Man (Europe) (En,Fr,De,Es,It,Nl)
rvlrnneusa	Chronicles of Narnia, The - Prince Caspian (USA)
rvlrnnjjpn	Narnia Koku Monogatari - Dai-2-shou - Caspian Ouji no Tsunobue (Japan)
rvlrnnpukv	Chronicles of Narnia, The - Prince Caspian (Europe)
rvlrnnxeur	Chronicles of Narnia, The - Prince Caspian (Europe) (En,Es,Sv,No,Da)
rvlrnnyfah	Chronicles of Narnia, The - Prince Caspian (Europe) (Fr,Nl)
rvlrnnzeuu	Chronicles of Narnia, The - Prince Caspian (Europe) (De,It)
rvlrnojjpn	Another Code R - Kioku no Tobira (Japan)
rvlrnopeur	Another Code R - A Journey into Lost Memories (Europe) (En,Fr,De,Es,It)
rvlrnpeusa	Need for Speed - ProStreet (USA)
rvlrnpeusab0	Need for Speed - ProStreet (USA, Canada) (Rev 1)
rvlrnpjjpn	Need for Speed - ProStreet (Japan)
rvlrnpkkor	Need for Speed - ProStreet (Korea)
rvlrnppeur	Need for Speed - ProStreet (Europe) (En,Nl)
rvlrnpxnoe	Need for Speed - ProStreet (Europe) (Fr,De)
rvlrnpyitab0	Need for Speed - ProStreet (Europe) (Es,It)
rvlrnreusa	Nitrobike (USA) (En,Fr,Es)
rvlrnrjjpn	Nitrobike (Japan)
rvlrnrpeur	Nitrobike (Europe) (En,Fr,De,Es,It)
rvlrnsdnoeb0	Need for Speed - Carbon (Germany)
rvlrnseusa	Need for Speed - Carbon (USA)
rvlrnsffra	Need for Speed - Carbon (France)
rvlrnsjjpn	Need for Speed - Carbon (Japan)
rvlrnspukv	Need for Speed - Carbon (Europe)
rvlrnueusa	Nancy Drew - The White Wolf of Icicle Creek (USA)
rvlrnveusa	Anubis II (USA)
rvlrnvpukv	Anubis II (UK)
rvlrnvxeur	Anubis II (Europe) (En,Fr,De,Es,It,Nl)
rvlrnwjjpn	Minna de Asobou! Namco Carnival (Japan)
rvlrnwkkor	Namco Museum Remix (Korea)
rvlrnxeusa	Naruto - Clash of Ninja Revolution (USA)
rvlrnxjjpn	Naruto Shippuuden - Gekitou Ninja Taisen! EX (Japan)
rvlrnxpeur	Naruto - Clash of Ninja Revolution - European Version (Europe) (En,Fr,De,Es,It)
rvlrnyeusa	Naruto - Clash of Ninja Revolution 2 (USA) (En,Fr,Es)
rvlrnyjjpn	Naruto Shippuuden - Gekitou Ninja Taisen! EX2 (Japan)
rvlrnypeur	Naruto - Clash of Ninja Revolution 2 - European Version (Europe) (En,Fr,De,Es,It)
rvlrnzeusa	Ninja Reflex (USA) (En,Fr,Es)
rvlrnzjjpn	Ninja Reflex (Japan)
rvlrnzkkor	Ninja Reflex (Korea)
rvlrnzpaus	Ninja Reflex (Europe, Australia) (En,Fr,De,Es,It)
rvlrnzpeur	Ninja Reflex (Europe, Australia) (En,Fr,De,Es,It)
rvlro2eusa	Ford Racing - Off Road (USA) (En,Fr,Es)
rvlro2peur	Off Road (Europe) (En,Fr,De,Es,It)
rvlro3eusab0	Little King's Story (USA) (En,Fr,Es)
rvlro3jjpnb0	Ousama Monogatari (Japan)
rvlro3peur	Little King's Story (Europe) (En,Fr,De,Es,It)
rvlro4jjpnb0	Toushinden (Japan) (Rev 1)
rvlro5eusab0	Hot Wheels - Battle Force 5 (USA)
rvlro5peurb0	Hot Wheels - Battle Force 5 (Europe) (En,Fr,De,Es,It,Nl)
rvlro7eusa	Legend of Spyro, The - The Eternal Night (USA)
rvlro7peur	Legend of Spyro, The - The Eternal Night (Europe) (En,Fr,De,Es,It,Nl)
rvlro7peurb0	Legend of Spyro, The - The Eternal Night (Europe) (En,Fr,De,Es,It,Nl)
rvlro8eusa	Legend of Spyro, The - Dawn of the Dragon (USA) (En,Fr,Es)
rvlro8eusab0	Legend of Spyro, The - Dawn of the Dragon (USA) (En,Fr,Es)
rvlro8peur	Legend of Spyro, The - Dawn of the Dragon (Europe) (En,Fr,De,Es,It,Nl)
rvlro8xscnb0	Legend of Spyro, The - Dawn of the Dragon (Scandinavia) (En,Sv,No,Da,Fi)
rvlro9eusab0	Aqua Panic! (USA) (En,Fr,Es)
rvlro9peur	Aqua Panic! (Europe) (En,Fr,De,Es,It,Nl)
rvlroaeusa	Overlord - Dark Legend (USA) (En,Fr,Es)
rvlroapeur	Overlord - Dark Legend (Europe) (En,Fr,De,Es,It)
rvlrobeusa	Obscure - The Aftermath (USA) (En,Fr,Es)
rvlrobpeur	Obscure II (Europe) (En,Fr,De,Es,It)
rvlroceusa	Cocoto Kart Racer (USA) (En,Fr)
rvlrocpeur	Cocoto Kart Racer (Europe) (En,Fr,De,Es,It)
rvlrodeusa	WarioWare - Smooth Moves (USA) (En,Fr,Es)
rvlrodjjpn	Odoru Made in Wario (Japan)
rvlrodkkor	Chumchwora Made in Wario (Korea)
rvlrodpeur	WarioWare - Smooth Moves (Europe) (En,Fr,De,Es,It)
rvlrodpeurb0	WarioWare - Smooth Moves (Europe) (En,Fr,De,Es,It)
rvlroeeusa	Hotel for Dogs (USA)
rvlroepeur	Hotel for Dogs (Europe) (En,Fr,De,Es,It)
rvlrofeusab0	Offroad Extreme! Special Edition (USA)
rvlrofpukv1	Offroad Extreme! (UK)
rvlrofxnoe	Offroad Extreme! (Europe) (En,Fr,De,Es,It,Nl)
rvlrogeusa	Nickelodeon Tak and the Guardians of Gross (USA)
rvlrogpeur	Nickelodeon Tak and the Guardians of Gross (Europe) (En,De)
rvlrohjjpn	Happy Dance Collection (Japan)
rvlrojeusab0	Rapala We Fish (USA)
rvlrojpeurb0	Rapala We Fish (Europe) (En,Fr,De,Es,It)
rvlrokjjpn	Karaoke Joysound Wii (Japan)
rvlroleusab0	Mario & Sonic at the Olympic Winter Games (USA) (En,Ja,Fr,Es)
rvlroljjpnb0	Mario & Sonic at Vancouver Olympic (Japan) (Rev 1)
rvlrolkkorb0	Mariowa Sonic Vancouver Donggye-olympic (Korea)
rvlrolpeurb0	Mario & Sonic at the Olympic Winter Games (Europe) (En,Ja,Fr,De,Es,It,Nl,Ko)
rvlromjjpn	Monster Hunter G (Japan)
rvlroneusa	Onechanbara - Bikini Zombie Slayers (USA) (En,Fr)
rvlronjjpn	Oneechanbara Revolution (Japan)
rvlronpeur	Onechanbara - Bikini Zombie Slayers (Europe) (En,Fr) (Rev 1)
rvlropeusa	Open Season (USA) (En,Fr,Es)
rvlroppeur	Open Season (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)
rvlroqjjpn	Baroque for Wii (Japan) (Rev 1)
rvlrosjjpn	Takt of Magic (Japan)
rvlroteusa	Twin Strike - Operation Thunder (USA) (En,Fr,Es)
rvlrotpeurb0	Twin Strike - Operation Thunder (Europe) (En,Fr,De,Es,It)
rvlroujjpnb0	One Piece - Unlimited Cruise - Episode 1 - Nami ni Yureru Hihou (Japan) (Rev 1)
rvlroupeurb0	One Piece - Unlimited Cruise 1 - The Treasure Beneath the Waves (Europe) (En,Fr,De,Es,It)
rvlroveusab0	Playmobil Circus (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da)
rvlrovpeurb0	Playmobil Circus (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)
rvlroweusa	Ookami (USA)
rvlrowjjpnb0	Ookami (Japan)
rvlrowpeur	Ookami (Europe) (En,Fr,De)
rvlroxeusa	Order Up! (USA)
rvlroxpukv	Order Up! (UK)
rvlroxxeur	Order Up! (Europe) (En,Fr,De,Es,It)
rvlroyeusab0	Cloudy with a Chance of Meatballs (USA) (En,Fr,Es)
rvlroypukvb0	Cloudy with a Chance of Meatballs (UK)
rvlroyxeurb0	Cloudy with a Chance of Meatballs (Europe) (En,Fr,De,Es,It)
rvlrp2eusa	Smarty Pants - Trivia Fun for Everyone! (USA)
rvlrp2pfra	Smarty Pants - Trivia Fun for Everyone! (Europe) (En,Fr,De,Es,It)
rvlrp2pnoe	Smarty Pants - Trivia Fun for Everyone! (Europe) (En,Fr,De,Es,It)
rvlrp3jjpn	Pro Golfer Saru (Japan)
rvlrp4eusa	MySims Party (USA) (En,Fr,Es)
rvlrp4jjpn	Boku to Sim no Machi Party (Japan)
rvlrp4pnoe	MySims Party (Europe) (En,Fr,De,Es,It,Nl)
rvlrp5jjpn	Jikkyou Powerful Pro Yakyuu 15 (Japan) (Rev 1)
rvlrp6eusa	Petz - Crazy Monkeyz (USA) (En,Fr,Es)
rvlrp6peur	Petz - Monkey Madness (Europe, Australia) (En,Fr,De,Es,It)
rvlrp7eusa	Pirates - Hunt for Blackbeard's Booty (USA) (En,Fr,Es)
rvlrp7peur	Pirates - Hunt for Blackbeard's Booty (Europe) (En,Fr,De,Es,It) (Rev 1)
rvlrp9eusa	Space Chimps (USA) (En,Fr)
rvlrp9peur	Space Chimps (Europe) (En,Fr,De,Es,It)
rvlrp9xeuu	Space Chimps (Europe) (En,Es)
rvlrpaffra	Kid Paddle - Lost in the Game (France)
rvlrpbeusa	Pokemon Battle Revolution (USA)
rvlrpbjjpn	Pokemon Battle Revolution (Japan)
rvlrpbjjpnb0	Pokemon Battle Revolution (Japan) (Rev 2)
rvlrpbpeur	Pokemon Battle Revolution (Europe, Australia) (En,Fr,De,Es,It)
rvlrpbpeur1	Pokemon Battle Revolution (Europe, Australia) (En,Fr,De,Es,It)
rvlrpbpeurb0	Pokemon Battle Revolution (Europe, Australia) (En,Fr,De,Es,It)
rvlrpceusa	Puzzler Collection (USA)
rvlrpcpukv	Puzzler Collection (UK)
rvlrpcxeur	Puzzler Collection (Europe) (Fr,De,Es,It,Nl)
rvlrpdeusab0	PDC World Championship Darts (USA)
rvlrpdpeur	PDC World Championship Darts 2008 (Europe) (En,Fr,De,Es,It,Nl)
rvlrpfeusa	Pitfall - The Big Adventure (USA) (En,Fr)
rvlrpfpeur	Pitfall - The Big Adventure (Europe) (En,Fr,De,Es,It)
rvlrpfuaus	Pitfall - The Big Adventure (Australia) (En,Fr,De,Es,It)
rvlrpgeusa	Rampage - Total Destruction (USA)
rvlrpgpeur	Rampage - Total Destruction (Europe) (En,Fr,De,Es,It)
rvlrphpeurb0	Peppa Pig - The Game (Europe) (En,Fr,De)
rvlrpieusa	MTV Pimp My Ride (USA)
rvlrpipeur	MTV Pimp My Ride (Europe) (En,Fr,De,Es,It)
rvlrpjeusab0	Arc Rise Fantasia (USA)
rvlrpjjjpn	Arc Rise Fantasia (Japan)
rvlrpjjjpnb0	Arc Rise Fantasia (Japan)
rvlrpkeusa	World Series of Poker - Tournament of Champions - 2007 Edition (USA)
rvlrpkpukv	World Series of Poker - Tournament of Champions - 2007 Edition (Europe, Australia)
rvlrpleusa	Rapala Tournament Fishing! (USA)
rvlrplpukv	Rapala Tournament Fishing! (Europe)
rvlrpmjjpn	Jikkyou Powerful Major League 2 Wii (Japan)
rvlrpneusa	Paws & Claws - Pet Resort (USA)
rvlrpoeusa	Opoona (USA)
rvlrpojjpn	Opoona (Japan)
rvlrpopeur	Opoona (Europe) (En,Fr,De)
rvlrppeusa	Prince of Persia - Rival Swords (USA) (En,Fr,Es)
rvlrpppeur	Prince of Persia - Rival Swords (Europe) (En,Fr,De,Es,It)
rvlrpqeusa	Pool Party (USA)
rvlrpqpeurb0	Pool Party (Europe) (En,Fr,De,Es,It)
rvlrpseusa	Disney Princess - Enchanted Journey (USA)
rvlrpseusab0	Disney Princess - Enchanted Journey (USA)
rvlrpsjjpn	Disney Princess - Mahou no Sekai e (Japan)
rvlrpspeur	Disney Princess - Enchanted Journey (Europe) (En,Fr,De,Es,It,Nl)
rvlrptdnoe	Tierbabys - Mein kleiner Welpe (Germany)
rvlrpteusa	Puppy Luv - Your New Best Friend (USA)
rvlrptpeur	Puppy Luv - Your New Best Friend (Europe) (En,Fr,Es,It)
rvlrpujjpn	Puyo Puyo! Puyopuyo 15th Anniversary (Japan)
rvlrpujjpnb0	Puyo Puyo! Puyopuyo 15th Anniversary (Japan) (Rev 1)
rvlrpveusa	Purr Pals (USA)
rvlrpvpeurb0	Purr Pals (Europe) (En,Fr,De,Es,It)
rvlrpwxeurb0	Prince of Persia - The Forgotten Sands (Europe) (En,Fr,De,Es,It,Nl) (Rev 1)
rvlrpwzusab0	Prince of Persia - The Forgotten Sands (USA) (En,Fr,Es) (Rev 1)
rvlrpwzusab1	Prince of Persia - The Forgotten Sands (USA) (En,Fr,Es) (Rev 1)
rvlrpxeusa	EA Playground (USA)
rvlrpxjjpn	Playground - Kouen de Asobou! (Japan)
rvlrpxpeur	EA Playground (Europe) (En,Fr,De,Es,It)
rvlrpxpnoe	EA Playground (Europe) (En,Fr,De,Es,It)
rvlrpyeusa	Super Swing Golf (USA)
rvlrpyjjpn	Swing Golf Pangya (Japan)
rvlrpypeur	Pangya! Golf with Style (Europe) (En,Fr,De,Es,It)
rvlrpzjjpn	Jikkyou Powerful Pro Yakyuu Wii - Ketteiban (Japan)
rvlrq2jjpn	Crazy Climber Wii (Japan)
rvlrq3peur	PDC World Championship Darts 2009 (Europe) (En,Fr,De,Es,It,Nl)
rvlrq3peurb0	PDC World Championship Darts 2009 (Europe) (En,Fr,De,Es,It,Nl) (Rev 1)
rvlrq4eusa	Nickelodeon SpongeBob SquarePants - Creature from the Krusty Krab (USA)
rvlrq4jjpn	Nickelodeon SpongeBob SquarePants (Japan)
rvlrq4peur	Nickelodeon SpongeBob SquarePants - Creature from the Krusty Krab (Europe) (En,Fr,De)
rvlrq4peur1	Nickelodeon SpongeBob SquarePants - Creature from the Krusty Krab (Europe) (En,Fr,De)
rvlrq4peurb0	Nickelodeon SpongeBob SquarePants - Creature from the Krusty Krab (Europe) (En,Fr,De)
rvlrq5eusa	Mad Dog McCree - Gunslinger Pack (USA) (En,Fr,Es)
rvlrq5xeurb0	Mad Dog McCree - Gunslinger Pack (Europe) (En,Fr,De,Es,It)
rvlrq6eusab0	Cursed Mountain (USA) (En,Fr,Es)
rvlrq6pukvb0	Cursed Mountain (UK)
rvlrq6xeurb0	Cursed Mountain (Europe) (En,Fr,De,Es,It)
rvlrq7eusab0	Martian Panic (USA) (En,Fr,Es)
rvlrq7peurb0	Martian Panic (Europe) (En,Fr,De,Es,It)
rvlrq8eusa	MotoGP (USA) (En,Fr,Es)
rvlrq8peur	MotoGP (Europe) (En,Fr,De,Es,It)
rvlrq9eusa	NBA Live 09 - All-Play (USA) (En,Fr)
rvlrq9ffra	NBA Live 09 - All-Play (France)
rvlrq9peur	NBA Live 09 - All-Play (Europe) (En,De,It)
rvlrq9sesp	NBA Live 09 - All-Play (Spain)
rvlrqbeusa	Kawasaki Quad Bikes (USA)
rvlrqbpukv	Kawasaki Quad Bikes (UK)
rvlrqbxeur	Kawasaki Quad Bikes (Europe) (En,Fr,De,Es,It,Nl)
rvlrqceusa	Munchables, The (USA) (En,Fr,Es)
rvlrqcjjpnb0	Tabemon (Japan)
rvlrqeeusa	Agatha Christie - Evil Under the Sun (USA) (En,Fr,Es)
rvlrqepeur	Agatha Christie - Evil Under the Sun (Europe) (En,Fr,De,Es,It)
rvlrqfeusa	Safecracker (USA)
rvlrqfpeur	Safecracker (Europe) (En,Fr,De,Es,It)
rvlrqgeusa	MySims Racing (USA) (En,Fr,Es)
rvlrqgjjpn	Boku to Sim no Machi Racing (Japan)
rvlrqgpeur	MySims Racing (Europe) (En,Fr,De,Es,It,Nl)
rvlrqgpfra	MySims Racing (Europe) (En,Fr,De,Es,It,Nl)
rvlrqijjpnb0	NHK Kouhaku Quiz Gassen (Japan)
rvlrqjeusa	Crash of the Titans (USA)
rvlrqjpeur	Crash of the Titans (Europe) (En,Fr,De,Es,It,Nl)
rvlrqjxscn	Crash of the Titans (Scandinavia) (En,Sv,No,Da,Fi)
rvlrqjxscnb0	Crash of the Titans (Scandinavia) (En,Sv,No,Da,Fi)
rvlrqkeusa	Circus Games (USA) (En,Fr,Es)
rvlrqkpeur	Funfair Party (Europe) (En,Fr,De,Es,It,Nl)
rvlrqkpeurb0	Funfair Party (Europe) (En,Fr,De,Es,It,Nl) (Rev 1)
rvlrqleusab0	Star Wars - The Clone Wars - Republic Heroes (USA) (En,Fr,Es)
rvlrqlpeurb0	Star Wars - The Clone Wars - Republic Heroes (Europe) (En,Fr,De,Es,It)
rvlrqmeusa	Ocean Commander (USA)
rvlrqneusab0	Scooby-Doo! First Frights (USA) (En,Fr,Es)
